Tue Jun  9 11:52:52 2020    profile.out

         524392 function calls (519748 primitive calls) in 77.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/StringIO.py:30(<module>)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2751(charsAsStr)
       20    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/extern/__init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:576(set)
       40    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       10    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_version.py:78(_compare_version)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/algebraicconnectivity.py:118(_LUSolver)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/decomp_lu.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_internal.py:861(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/polynomial.py:1005(poly1d)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/misc.py:316(PythonRandomInterface)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/dual.py:12(<module>)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1452(_check_conflict)
       26    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/extract.py:2(<module>)
       26    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/graphml.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:383(__getitem__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/_globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/defchararray.py:1824(chararray)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:631(Thread)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/_decomp_qz.py:1(<module>)
       27    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:139(<genexpr>)
        3    0.000    0.000    0.000    0.000 {numpy.empty}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/multigraph.py:22(MultiGraph)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:159(_resolve)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3015(parseImpl)
        8    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:2551(_arraymethod)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/_decomp_ldl.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/gexf.py:225(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/extern/__init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numerictypes.py:515(<lambda>)
        6    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numeric.py:2758(geterr)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numerictypes.py:238(obj2sctype)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/pickle.py:171(Pickler)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:199(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/planarity.py:167(ConflictPair)
       14    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ssl.py:512(SSLSocket)
        3    0.000    0.000    0.000    0.000 {numpy.zeros}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/matrixlib/defmatrix.py:74(matrix)
       19    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:324(ParseResults)
       42    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:116(<lambda>)
       11    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/extern/__init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/xml/etree/ElementTree.py:171(Element)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_string_helpers.py:44(english_upper)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/numbers.py:295(Integral)
       18    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/UserDict.py:103(__contains__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/spatial/transform/rotation.py:175(Rotation)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/json/decoder.py:370(raw_decode)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/appdirs.py:407(AppDirs)
      103    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:1050(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 {posix.fdopen}
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/decomp_cholesky.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        3    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:928(Path)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/process.py:310(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/heaps.py:304(BinaryHeap)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/_parseaddr.py:172(AddrlistClass)
       18    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:458(__bool__)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/_abcoll.py:24(_hasattr)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/uuid.py:55(UUID)
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:297(Popen)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/flow/mincost.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3151(__init__)
       13    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/utils.py:53(_set_function_name)
       15    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/_version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/random.py:72(Random)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/case.py:178(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numerictypes.py:438(__getitem__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1891(consume_positionals)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
       27    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/coneprog.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1542(ArgumentParser)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/_expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/process.py:86(Process)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/plistlib.py:365(Data)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/weakref.py:48(__init__)
       27    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_add_newdocs.py:6824(<genexpr>)
       27    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:3809(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:921(_close_in_parent)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/reportviews.py:206(NodeDataView)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ssl.py:493(_get_https_context_factory)
        7    0.000    0.000    0.000    0.000 {numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:869(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/spatial/kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/isomorphism/temporalisomorphvf2.py:140(TimeRespectingDiGraphMatcher)
       27    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:3816(<genexpr>)
        8    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/heaps.py:143(func)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:984(IterOpInv)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/cvxprog.py:7(<module>)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1443(_get_handler)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/_iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:987(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/version.py:72(LegacyVersion)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:2160(_get_nargs_pattern)
